otto_product_id,asin,amazon_url,product_title,brand,amazon_price,delivery_days,raw_delivery_text,delivery_context,prime_signal_detected,prime_signal_source,fba_signal_detected,ships_from_amazon,sold_by_amazon,fulfilled_by_amazon,shipping_gate_result,shipping_review_required,sell_within_30_days_confidence,stagnation_risk_score,policy_risk_score,final_validation_score,would_list_yes_no,asin_real_yes_no,demand_makes_sense_yes_no,low_risk_yes_no,notes
OTTO-81b68549-f2ae-49e3-920a-5d8bdb69055d,B08QTNM1TJ,https://www.amazon.com/Kneeling-Gardening-Planting-Mechanic-Exercise/dp/B08QTNM1TJ/ref=sr_1_1,Comfy Extra Large Thick Waterproof Gardening Kneeling Pad Foam Kneeler Mat Garden Knee Pad Cushion for Gardening Planting Yard Work Prayer Yoga Mechanic Workout Baby Bath,Omixe,12.96,4,"FREE delivery Friday, May 29 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28. Order within 57 secs",public_guest_zip,TRUE,prime_badge,FALSE,FALSE,FALSE,FALSE,pass,FALSE,86.78068684,25,0,82.5276922,yes,yes,yes,yes,
OTTO-787f142d-e01b-469d-9ea7-2dd69c273b5e,B0F4K7L87M,https://www.amazon.com/Jardineer-Kneeling-Gardening-Extra-Thick/dp/B0F4K7L87M/ref=sr_1_5,"Jardineer Kneeling Pad for Gardening & Extra Thick Knee Pad – Soft Foam Knee Cushion with Waterproof Cover – Large 24x13 Inch Garden Kneeler Mat for Weeding, Exercise, Floor Work",Jardineer,25.99,4,"FREE delivery Friday, May 29 on orders shipped by Amazon over $35. Order within 12 secs",public_guest_zip,TRUE,prime_badge,FALSE,FALSE,FALSE,FALSE,pass,FALSE,73.73138173,25,0,77.4133618,yes,yes,yes,yes,
OTTO-e9407019-4c9b-475d-ab51-d3e1b1aa99a3,B0FNXCP4LJ,https://www.amazon.com/Poraise-Kneeler-Kneeling-Foldable-Gardening/dp/B0FNXCP4LJ/ref=sr_1_1,"Garden Kneeler and Seat Heavy Duty, Wider and Thicker Kneeling Pad for Foldable Gardening Stool with 2 Tool Pouches, Gardening Gifts Tools for Women Mom Men Seniors",Poraise,49.98,5,"FREE delivery Saturday, May 30 Or fastest delivery Thursday, May 28",public_guest_zip,TRUE,prime_badge,FALSE,FALSE,FALSE,FALSE,pass,FALSE,82.51107403,25,0,80.20066095,yes,yes,yes,yes,
OTTO-eaeefbde-5379-4b22-b1be-3c4887c35658,B0BCJQ31XZ,https://www.amazon.com/BTSKY-3-Layer-Organizer-Adjustable-Multipurpose/dp/B0BCJQ31XZ/ref=sr_1_3,BTSKY 3-Layer Plastic Dividing Storage Box Craft Organizer and Storage with Adjustable Spacers Portable Handled Art Supply Organizer Multipurpose Home Utility Box Organizer (Pink),BTSKY,20.99,5,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28",public_guest_zip,FALSE,,FALSE,FALSE,FALSE,FALSE,pass,FALSE,92.07200348,25,0,85.73287892,no,yes,yes,yes,too many sellers
OTTO-42bc9099-e970-4ccc-b692-6e0357769818,B0FK3K1228,https://www.amazon.com/Multifunctional-Storage-Portable-Supplies-Organizers/dp/B0FK3K1228/ref=sr_1_1,"24QT Craft Storage Box with Removable Trays - Art Supply Organizer & Marker Organizer, Multi-Purpose Storage Bins with Lids for Playroom Storage, Board Game Storage & Craft Organizers and Storage",Generic,24.66,5,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28",public_guest_zip,TRUE,prime_badge,FALSE,FALSE,FALSE,FALSE,pass,FALSE,74.55162037,25,0,81.34435934,yes,yes,yes,yes,
OTTO-dd4ec489-ba63-4c61-b243-eb8bbb18f8eb,B084R6JNNV,https://www.amazon.com/Elements-Beechwood-Storage-Pastels-Pencils/dp/B084R6JNNV/ref=sr_1_1,"7 Elements 4 Drawer Wooden Artist Storage Supply Box for Pastels, Pencils, Pens, Markers, Brushes and Tools",7 Elements,33.99,5,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28",public_guest_zip,TRUE,prime_badge,FALSE,FALSE,FALSE,FALSE,pass,FALSE,83.7441302,25,0,82.02216929,yes,yes,yes,yes,
OTTO-1758508e-a833-44a7-b858-d80b816136e9,B0B6RCKQBS,https://www.amazon.com/Storage-Organizer-Plastic-Hardware-Component/dp/B0B6RCKQBS/ref=sr_1_3,"Parts Screws Storage Organizer, Plastic Hardware Art Craft Small Tool Parts Component Organizer Drawer Box 25 Drawers (Black)",whillar,23.99,5,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28",public_guest_zip,TRUE,prime_badge,FALSE,FALSE,FALSE,FALSE,pass,FALSE,83.95544038,25,0,83.83570232,yes,yes,yes,yes,
OTTO-7d843aa1-72fa-4903-8306-ef91c9153cb6,B0F7TQQJ3B,https://www.amazon.com/RoseArt-Multi-Layer-Plastic-Dividing-Storage/dp/B0F7TQQJ3B/ref=sr_1_1,"RoseArt Multi-Layer Plastic Dividing Craft Storage Box - Portable Handled Art Supply Organizer, Utility, Tool, Medicine, Craft Box Clear - Made in U.S.A",RoseArt,13.29,5,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28",public_guest_zip,FALSE,,FALSE,FALSE,FALSE,FALSE,pass,FALSE,89.84078795,25,0,84.9079864,yes,yes,yes,yes,
OTTO-7d25b7e6-64ff-48de-9e34-e7ae38a75535,B09QKS2GD3,https://www.amazon.com/novelinks-Photos-Organizer-Storage-Handle/dp/B09QKS2GD3/ref=sr_1_4,"novelinks Transparent 4"" x 6"" Photo Cases and Clear Craft Keeper with Handle, 16 Inner Photo Organizers & Photo Storage Box, Plastic Photo Storage Containers (Clear)",novelinks,25.99,5,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Thursday, May 28",public_guest_zip,TRUE,"prime_badge,sold_by_amazon,fulfilled_by_amazon",TRUE,FALSE,TRUE,TRUE,pass,FALSE,78.57498849,25,0,80.2110871,yes,yes,yes,yes,
OTTO-53c39ff5-a976-4051-856a-ce02029c2149,B0D6VS8BQT,https://www.amazon.com/Gonice-Cabinet-Storage-Hardware-Organizer/dp/B0D6VS8BQT/ref=sr_1_10,"Gonice Craft Cabinet Organizer, 24 Drawer Plastic Parts Cabinet, Tool Storage Box for Screws, Nuts and Small Parts",Gonice,24.99,5,"FREE delivery Saturday, May 30 on orders shipped by Amazon over $35 Or fastest delivery Friday, May 29",public_guest_zip,TRUE,prime_badge,FALSE,FALSE,FALSE,FALSE,pass,FALSE,85.67454344,25,0,82.92434507,yes,yes,yes,yes,many sellers
